Full Name,ID No,Gender,Enrollment Date,Program of Study,Course Code,Semester,Grade,GPA,Cumulative GPA,Course Status,Academic Standing
Lucy Odhiambo,S97560358,Female,2022-10-29,Business Administration,ECON150,Fall 2024,D+,3.43,2.88,Failed,Suspended
Elizabeth Mwangi,S10490691,Female,2018-02-24,Mechanical Engineering,BIO150,Fall 2023,D,3.72,3.3,Completed,Suspended
Michael Wambui,S58969574,Male,2018-05-11,Mechanical Engineering,ECON150,Summer 2024,D+,3.96,3.63,Withdrawn,Probation
Elizabeth Otieno,S48411186,Female,2019-07-15,Mechanical Engineering,MATH250,Spring 2024,C,2.14,2.88,Withdrawn,Good Standing
Daniel Kariuki,S49722526,Male,2022-11-14,Psychology,LAW102,Fall 2023,B,2.85,2.87,Withdrawn,Probation
Emily Otieno,S99976804,Female,2021-01-05,Computer Science,PSY201,Summer 2024,D+,3.65,3.26,Withdrawn,Probation
Emily Odhiambo,S33449892,Female,2024-08-26,Mechanical Engineering,LAW102,Fall 2024,C,3.21,3.23,Completed,Suspended
James Achieng,S26231414,Male,2018-08-17,Computer Science,PSY201,Fall 2023,D,3.09,3.16,Failed,Suspended
Jane Wambui,S26139994,Female,2023-11-27,Computer Science,PSY201,Summer 2024,B+,1.18,2.17,Failed,Good Standing
James Kariuki,S43109624,Male,2019-09-21,Nursing,ECON150,Spring 2024,C,3.71,2.94,Completed,Suspended
Grace Mwangi,S18388440,Female,2022-05-05,Nursing,PSY201,Fall 2023,B+,1.39,2.17,Withdrawn,Probation
Elizabeth Mwangi,S28248028,Female,2023-02-23,Law,LAW102,Fall 2024,F,2.48,2.33,Failed,Suspended
Esther Kariuki,S39849762,Female,2018-03-13,Psychology,ENGR301,Summer 2024,D,1.79,2.06,Failed,Good Standing
Peter Achieng,S73552704,Male,2018-12-06,Education,ENGR301,Fall 2024,D,2.6,2.33,Failed,Good Standing
Elizabeth Wambui,S84464214,Female,2019-07-04,Nursing,CS101,Summer 2024,B,3.17,2.75,Failed,Suspended
Emily Odhiambo,S77986822,Female,2022-07-15,Business Administration,ENGR301,Fall 2024,C+,3.78,3.26,Completed,Good Standing
Wangari Karanja,S28724002,Female,2019-11-23,Psychology,ECON150,Summer 2024,C+,1.27,2.26,Withdrawn,Suspended
James Kariuki,S40768639,Male,2024-12-03,Nursing,MATH250,Fall 2024,B+,3.36,2.81,Withdrawn,Probation
James Njeri,S49652293,Male,2022-07-14,Law,ENGR301,Fall 2023,B+,2.0,2.41,Failed,Suspended
Michael Mwangi,S25137207,Male,2018-05-11,Nursing,LAW102,Summer 2024,F,1.62,2.02,Withdrawn,Probation
Esther Otieno,S64467105,Female,2018-07-12,Mechanical Engineering,PSY201,Summer 2024,C+,1.54,1.78,Failed,Good Standing
Esther Karanja,S12489445,Female,2023-09-01,Psychology,CS101,Fall 2024,F,3.29,2.54,Completed,Probation
Grace Otieno,S95008404,Female,2023-10-05,Law,ENGR301,Summer 2024,C,3.72,3.13,Withdrawn,Good Standing
Sarah Mwangi,S38803019,Female,2022-11-26,Computer Science,PSY201,Fall 2023,B,3.73,3.43,Completed,Good Standing
Mary Njeri,S89384084,Female,2021-11-22,Mechanical Engineering,PSY201,Fall 2023,B+,2.1,2.77,Completed,Suspended
Daniel Mwangi,S16215421,Male,2020-06-29,Education,BIO150,Fall 2023,D+,3.1,2.94,Failed,Probation
Luke Otieno,S40658965,Male,2018-06-10,Business Administration,ECON150,Summer 2024,B+,1.85,2.4,Failed,Probation
Michael Achieng,S52438573,Male,2022-01-25,Psychology,MATH250,Spring 2024,F,2.25,2.33,Withdrawn,Good Standing
Elizabeth Wambui,S98119315,Female,2024-06-22,Psychology,BIO150,Spring 2024,D,3.05,2.69,Withdrawn,Probation
Peter Kariuki,S64083221,Male,2024-05-29,Business Administration,BIO150,Fall 2023,B+,3.92,3.3,Withdrawn,Probation
Jane Njeri,S70905000,Female,2021-11-29,Law,PSY201,Fall 2023,F,3.98,3.64,Withdrawn,Suspended
Richard Achieng,S79580170,Male,2024-12-07,Education,BIO150,Summer 2024,D+,3.72,3.68,Withdrawn,Probation
Emily Kariuki,S45889510,Female,2024-06-19,Psychology,BIO150,Summer 2024,D+,3.15,3.42,Withdrawn,Probation
Richard Kariuki,S14986941,Male,2022-06-24,Computer Science,LAW102,Summer 2024,F,2.91,3.17,Completed,Suspended
Jane Mwangi,S52494235,Female,2022-03-12,Education,ECON150,Fall 2023,C,3.4,3.29,Completed,Probation
Michael Nyambura,S42132974,Male,2022-11-07,Law,ECON150,Summer 2024,B,1.43,2.36,Completed,Suspended
Michael Nyambura,S92475278,Male,2024-11-29,Mechanical Engineering,CS101,Fall 2024,D,1.75,2.05,Failed,Probation
John Nyambura,S15500236,Male,2020-11-21,Business Administration,LAW102,Spring 2024,F,3.89,2.97,Withdrawn,Probation
Elizabeth Mwangi,S74856759,Female,2022-11-05,Law,BIO150,Summer 2024,D+,3.73,3.35,Failed,Suspended
Mary Wambui,S15598674,Female,2020-05-24,Nursing,CS101,Spring 2024,B+,3.64,3.5,Withdrawn,Suspended
Elizabeth Wambui,S76277916,Female,2023-03-29,Mechanical Engineering,ENGR301,Fall 2024,A,1.17,2.33,Completed,Suspended
James Otieno,S75895216,Male,2019-04-12,Mechanical Engineering,ECON150,Spring 2024,F,3.1,2.71,Withdrawn,Suspended
John Otieno,S91389831,Male,2022-03-11,Education,PSY201,Summer 2024,C,1.57,2.14,Completed,Good Standing
Samuel Karanja,S86773755,Male,2024-08-23,Law,BIO150,Fall 2023,C+,2.05,2.09,Withdrawn,Good Standing
Alice Njeri,S70439321,Female,2020-01-20,Nursing,BIO150,Spring 2024,C,3.96,3.02,Failed,Probation
James Achieng,S50446820,Male,2022-09-18,Nursing,ECON150,Spring 2024,B+,2.29,2.66,Withdrawn,Good Standing
James Otieno,S53217396,Male,2024-11-06,Mechanical Engineering,BIO150,Summer 2024,B,1.9,2.28,Withdrawn,Suspended
Peter Karanja,S70972452,Male,2020-03-20,Business Administration,MATH250,Spring 2024,B+,2.29,2.29,Completed,Good Standing
Alice Kariuki,S79504535,Female,2023-01-03,Nursing,LAW102,Fall 2023,C,3.67,2.98,Failed,Probation
Samuel Wambui,S77244221,Male,2018-05-27,Education,ENGR301,Summer 2024,B+,3.33,3.16,Completed,Suspended
Jane Otieno,S96938856,Female,2024-09-03,Law,CS101,Summer 2024,B,3.56,3.36,Completed,Good Standing
Samuel Achieng,S52780685,Male,2020-03-08,Business Administration,BIO150,Fall 2023,C,2.02,2.69,Completed,Suspended
Luke Karanja,S83143412,Male,2019-05-16,Education,BIO150,Fall 2023,B,3.53,3.11,Failed,Good Standing
Wangari Mwangi,S39111298,Female,2019-04-22,Business Administration,BIO150,Summer 2024,C,3.81,3.46,Failed,Good Standing
Esther Kariuki,S67031104,Female,2023-07-13,Business Administration,PSY201,Summer 2024,B+,3.62,3.54,Failed,Good Standing
James Karanja,S85305371,Male,2021-06-13,Law,PSY201,Fall 2024,D+,1.31,2.42,Withdrawn,Good Standing
Esther Achieng,S10792124,Female,2023-05-05,Psychology,CS101,Spring 2024,D+,1.66,2.04,Withdrawn,Good Standing
Michael Wambui,S85701272,Male,2019-11-26,Psychology,ENGR301,Summer 2024,F,3.62,2.83,Failed,Probation
Luke Mwangi,S94515517,Male,2020-12-19,Mechanical Engineering,ENGR301,Summer 2024,C+,1.56,2.2,Completed,Suspended
John Nyambura,S54592177,Male,2023-10-11,Business Administration,ENGR301,Fall 2024,D,3.37,2.79,Withdrawn,Good Standing
Mary Odhiambo,S22280492,Female,2018-04-16,Law,MATH250,Fall 2024,C+,2.57,2.68,Failed,Suspended
Daniel Otieno,S96956254,Male,2022-10-09,Nursing,ECON150,Fall 2023,B+,3.76,3.22,Completed,Suspended
John Nyambura,S31747055,Male,2021-01-19,Mechanical Engineering,BIO150,Summer 2024,B+,3.2,3.21,Withdrawn,Suspended
Esther Karanja,S73321895,Female,2022-07-13,Computer Science,LAW102,Fall 2023,C+,3.25,3.23,Withdrawn,Suspended
Mary Mwangi,S14065158,Female,2023-06-10,Law,PSY201,Fall 2023,D+,2.13,2.68,Completed,Suspended
Samuel Karanja,S42937455,Male,2018-06-26,Education,PSY201,Spring 2024,B+,1.76,2.22,Withdrawn,Probation
Peter Mwangi,S39602337,Male,2018-01-07,Business Administration,CS101,Summer 2024,F,3.27,2.75,Completed,Good Standing
Elizabeth Mwangi,S78016967,Female,2024-10-03,Mechanical Engineering,ENGR301,Fall 2024,A,1.0,1.88,Withdrawn,Probation
Michael Achieng,S82216091,Male,2020-07-11,Law,CS101,Fall 2023,B,2.4,2.14,Withdrawn,Good Standing
Joseph Wambui,S60353672,Male,2018-12-16,Business Administration,LAW102,Fall 2023,D+,3.84,2.99,Completed,Probation
Peter Nyambura,S86223972,Male,2024-11-07,Computer Science,LAW102,Fall 2023,D+,3.22,3.11,Withdrawn,Good Standing
Mary Odhiambo,S98507618,Female,2020-05-01,Psychology,CS101,Summer 2024,F,1.53,2.32,Withdrawn,Good Standing
John Nyambura,S81303946,Male,2020-04-04,Computer Science,BIO150,Fall 2024,C+,1.92,2.12,Failed,Good Standing
Michael Wambui,S94973719,Male,2021-05-04,Nursing,BIO150,Summer 2024,B,3.66,2.89,Failed,Good Standing
Elizabeth Njeri,S15306083,Female,2020-02-10,Education,BIO150,Summer 2024,D+,3.35,3.12,Withdrawn,Good Standing
Michael Karanja,S24068519,Male,2019-10-16,Computer Science,LAW102,Spring 2024,F,3.0,3.06,Failed,Good Standing
Daniel Wambui,S69849926,Male,2022-02-01,Nursing,BIO150,Fall 2023,C,3.51,3.29,Failed,Good Standing
Daniel Mwangi,S61062375,Male,2019-02-06,Education,PSY201,Fall 2024,C,3.43,3.36,Failed,Suspended
Esther Odhiambo,S86342104,Female,2018-05-12,Nursing,CS101,Fall 2024,B+,2.42,2.89,Failed,Probation
Richard Njeri,S18723574,Male,2018-09-14,Business Administration,PSY201,Fall 2023,A,3.73,3.31,Withdrawn,Good Standing
Peter Karanja,S53802637,Male,2020-11-11,Law,ECON150,Summer 2024,C+,3.54,3.42,Completed,Suspended
Alice Kariuki,S36130752,Female,2020-05-23,Computer Science,BIO150,Spring 2024,F,2.97,3.2,Failed,Suspended
Esther Achieng,S17221672,Female,2021-01-13,Business Administration,ECON150,Spring 2024,C+,2.14,2.67,Completed,Suspended
James Njeri,S90838970,Male,2022-04-13,Mechanical Engineering,CS101,Fall 2023,B+,2.26,2.46,Failed,Good Standing
Lucy Otieno,S99275712,Female,2022-08-24,Mechanical Engineering,MATH250,Summer 2024,C,1.44,1.95,Withdrawn,Good Standing
Emily Otieno,S69429185,Female,2020-04-01,Psychology,BIO150,Spring 2024,B+,1.6,1.77,Completed,Good Standing
James Karanja,S55342400,Male,2022-04-04,Computer Science,ECON150,Spring 2024,C,3.12,2.45,Withdrawn,Good Standing
Lucy Nyambura,S85797443,Female,2022-09-21,Law,MATH250,Spring 2024,C+,3.05,2.75,Failed,Good Standing
Elizabeth Otieno,S45138874,Female,2022-05-24,Computer Science,ENGR301,Fall 2023,F,2.55,2.65,Completed,Good Standing
Wangari Otieno,S33795525,Female,2018-10-22,Computer Science,PSY201,Spring 2024,B+,1.86,2.25,Completed,Probation
Peter Nyambura,S10525707,Male,2024-09-05,Business Administration,CS101,Fall 2024,C,2.57,2.41,Failed,Probation
James Karanja,S12084246,Male,2018-05-25,Nursing,PSY201,Summer 2024,B,3.96,3.19,Completed,Suspended
Sarah Mwangi,S41565874,Female,2022-08-12,Business Administration,ENGR301,Fall 2023,D,2.46,2.83,Withdrawn,Good Standing
Peter Nyambura,S84729809,Male,2019-05-19,Nursing,MATH250,Fall 2023,F,1.17,2.0,Withdrawn,Good Standing
Samuel Odhiambo,S47868828,Male,2021-11-16,Law,MATH250,Fall 2023,F,2.4,2.2,Completed,Good Standing
Emily Odhiambo,S64565085,Female,2018-12-21,Business Administration,BIO150,Spring 2024,B,1.71,1.96,Completed,Good Standing
Alice Nyambura,S91609132,Female,2023-08-25,Mechanical Engineering,ENGR301,Fall 2023,B+,2.57,2.26,Withdrawn,Probation
Samuel Mwangi,S67202354,Male,2023-05-28,Law,PSY201,Fall 2023,B,2.93,2.59,Failed,Good Standing
Sarah Kariuki,S26092650,Female,2019-05-26,Business Administration,LAW102,Fall 2024,F,2.43,2.51,Withdrawn,Probation
Lucy Wambui,S54666381,Female,2022-06-04,Computer Science,BIO150,Summer 2024,D+,1.4,1.95,Failed,Probation
Peter Njeri,S35790386,Male,2022-07-28,Computer Science,PSY201,Summer 2024,F,3.7,2.83,Failed,Good Standing
Samuel Kariuki,S22892442,Male,2021-01-19,Computer Science,PSY201,Spring 2024,D,3.48,3.16,Failed,Probation
Peter Kariuki,S13600252,Male,2018-02-19,Psychology,BIO150,Fall 2024,A,2.03,2.59,Failed,Good Standing
Peter Nyambura,S32252308,Male,2023-10-30,Mechanical Engineering,BIO150,Spring 2024,A,2.91,2.75,Completed,Good Standing
Peter Kariuki,S96646252,Male,2018-09-05,Nursing,BIO150,Summer 2024,D+,3.34,3.04,Withdrawn,Suspended
Grace Wambui,S42190463,Female,2021-05-16,Mechanical Engineering,LAW102,Fall 2024,F,2.95,3.0,Completed,Probation
Daniel Odhiambo,S26867175,Male,2021-10-04,Education,LAW102,Fall 2023,C,3.46,3.23,Withdrawn,Good Standing
Mary Njeri,S11752844,Female,2019-02-21,Computer Science,CS101,Summer 2024,B+,3.66,3.45,Withdrawn,Probation
David Wambui,S90482908,Male,2022-01-27,Psychology,ECON150,Fall 2024,C,3.95,3.7,Withdrawn,Good Standing
Richard Karanja,S67406353,Male,2021-09-16,Business Administration,BIO150,Spring 2024,A,3.56,3.63,Completed,Probation
Joseph Odhiambo,S33218011,Male,2018-04-17,Computer Science,ENGR301,Fall 2024,A,3.7,3.67,Failed,Suspended
Jane Otieno,S99341941,Female,2020-05-03,Psychology,BIO150,Fall 2024,B,3.55,3.61,Withdrawn,Probation
Wangari Wambui,S89653520,Female,2019-09-06,Business Administration,MATH250,Fall 2024,D,2.05,2.83,Failed,Good Standing
Samuel Kariuki,S85489144,Male,2020-09-17,Nursing,CS101,Fall 2023,D,2.54,2.69,Completed,Suspended
Peter Achieng,S11378293,Male,2022-06-25,Law,ENGR301,Spring 2024,C+,2.46,2.58,Completed,Suspended
Joseph Achieng,S40437163,Male,2023-02-22,Computer Science,MATH250,Summer 2024,C,1.81,2.2,Failed,Good Standing
Michael Karanja,S17146778,Male,2020-06-18,Law,LAW102,Spring 2024,C,3.61,2.91,Completed,Suspended
Michael Odhiambo,S32595287,Male,2019-06-20,Mechanical Engineering,ECON150,Summer 2024,D,1.62,2.27,Failed,Probation
Elizabeth Kariuki,S37198799,Female,2021-12-01,Nursing,ENGR301,Summer 2024,B,2.73,2.5,Withdrawn,Good Standing
Lucy Mwangi,S19753589,Female,2019-11-28,Computer Science,LAW102,Fall 2023,D+,2.73,2.62,Withdrawn,Probation
Luke Nyambura,S28714381,Male,2018-02-17,Mechanical Engineering,MATH250,Summer 2024,A,3.96,3.29,Failed,Probation
Lucy Wambui,S56039437,Female,2020-02-25,Psychology,ENGR301,Fall 2024,D+,2.63,2.96,Withdrawn,Suspended
James Wambui,S12476581,Male,2022-07-23,Nursing,LAW102,Fall 2023,C+,2.2,2.58,Withdrawn,Probation
Wangari Nyambura,S93684558,Female,2022-04-15,Nursing,PSY201,Summer 2024,F,3.99,3.29,Failed,Suspended
Jane Kariuki,S73895242,Female,2023-09-08,Mechanical Engineering,PSY201,Summer 2024,A,2.73,3.01,Withdrawn,Probation
Alice Nyambura,S11931971,Female,2022-05-14,Mechanical Engineering,BIO150,Summer 2024,F,2.81,2.91,Failed,Probation
Daniel Karanja,S32558892,Male,2018-06-01,Nursing,ECON150,Spring 2024,D+,3.9,3.41,Withdrawn,Suspended
John Nyambura,S69455409,Male,2022-07-05,Mechanical Engineering,LAW102,Fall 2024,C+,3.4,3.41,Completed,Suspended
Peter Achieng,S60122912,Male,2022-08-11,Law,PSY201,Summer 2024,F,1.51,2.46,Withdrawn,Good Standing
John Kariuki,S54621502,Male,2022-06-13,Law,CS101,Fall 2023,B,3.22,2.84,Failed,Good Standing
Mary Odhiambo,S82799555,Female,2019-09-23,Education,LAW102,Spring 2024,A,3.21,3.02,Failed,Suspended
Mary Odhiambo,S12888321,Female,2021-04-06,Computer Science,ECON150,Spring 2024,C+,2.25,2.63,Withdrawn,Good Standing
Elizabeth Nyambura,S40433138,Female,2022-02-12,Nursing,PSY201,Spring 2024,B+,2.0,2.31,Withdrawn,Probation
Lucy Wambui,S30300489,Female,2022-11-22,Education,MATH250,Fall 2023,A,1.63,1.97,Withdrawn,Probation
Daniel Otieno,S65296357,Male,2018-06-16,Computer Science,PSY201,Summer 2024,D+,1.59,1.78,Withdrawn,Probation
Michael Achieng,S82284164,Male,2020-08-08,Computer Science,PSY201,Fall 2024,C,1.77,1.77,Withdrawn,Probation
John Achieng,S20710506,Male,2022-05-18,Mechanical Engineering,LAW102,Fall 2024,C+,1.28,1.52,Completed,Suspended
Samuel Njeri,S43680380,Male,2020-01-03,Psychology,CS101,Summer 2024,D,1.28,1.4,Withdrawn,Probation
Peter Achieng,S58237449,Male,2021-09-15,Nursing,BIO150,Summer 2024,C,2.59,1.99,Completed,Good Standing
John Achieng,S84972269,Male,2024-07-11,Law,MATH250,Summer 2024,D+,2.88,2.44,Completed,Good Standing
Lucy Karanja,S97242885,Female,2018-11-18,Computer Science,PSY201,Spring 2024,C+,3.41,2.92,Withdrawn,Suspended
Emily Nyambura,S17829973,Female,2019-07-24,Nursing,BIO150,Spring 2024,C,2.61,2.76,Failed,Good Standing
Richard Kariuki,S81619244,Male,2019-05-28,Computer Science,LAW102,Fall 2024,B+,2.8,2.78,Completed,Probation
Alice Mwangi,S26701119,Female,2021-04-14,Law,ECON150,Fall 2023,F,3.94,3.36,Completed,Good Standing
Wangari Otieno,S12387458,Female,2021-03-23,Psychology,BIO150,Summer 2024,B,1.08,2.22,Failed,Probation
Esther Achieng,S45111811,Female,2020-08-05,Computer Science,MATH250,Summer 2024,B,2.29,2.25,Completed,Good Standing
Wangari Odhiambo,S69119672,Female,2022-01-19,Education,ECON150,Fall 2023,B,1.88,2.06,Failed,Probation
Wangari Kariuki,S91727356,Female,2018-02-09,Computer Science,BIO150,Spring 2024,F,2.34,2.2,Failed,Good Standing
Elizabeth Achieng,S47335257,Female,2021-05-19,Law,CS101,Spring 2024,B,3.83,3.02,Withdrawn,Good Standing
James Otieno,S21625465,Male,2022-08-29,Business Administration,MATH250,Spring 2024,C,3.1,3.06,Failed,Good Standing
Emily Karanja,S57942823,Female,2019-11-13,Computer Science,CS101,Fall 2023,B,1.38,2.22,Withdrawn,Suspended
Michael Wambui,S86455867,Male,2018-07-04,Mechanical Engineering,LAW102,Summer 2024,D,2.19,2.21,Withdrawn,Good Standing
Esther Wambui,S97937808,Female,2021-04-15,Mechanical Engineering,ECON150,Summer 2024,D,1.25,1.73,Failed,Probation
David Mwangi,S30334772,Male,2023-03-03,Psychology,BIO150,Summer 2024,F,1.45,1.59,Failed,Suspended
Lucy Nyambura,S90205244,Female,2020-01-09,Mechanical Engineering,MATH250,Spring 2024,D,1.37,1.48,Failed,Good Standing
James Otieno,S31239808,Male,2021-11-08,Business Administration,CS101,Fall 2023,B,3.83,2.66,Withdrawn,Probation
Lucy Nyambura,S46793025,Female,2022-06-03,Business Administration,BIO150,Fall 2024,D,1.65,2.16,Withdrawn,Suspended
Alice Njeri,S29960019,Female,2023-06-29,Education,PSY201,Fall 2024,B,1.91,2.04,Completed,Good Standing
Sarah Kariuki,S32320086,Female,2021-01-24,Computer Science,MATH250,Fall 2024,F,1.31,1.68,Withdrawn,Probation
Peter Kariuki,S45785367,Male,2022-11-12,Computer Science,ENGR301,Summer 2024,A,1.62,1.65,Completed,Suspended
David Mwangi,S32276443,Male,2021-02-27,Computer Science,ENGR301,Spring 2024,B+,3.72,2.69,Withdrawn,Good Standing
Richard Mwangi,S75188497,Male,2023-01-13,Business Administration,MATH250,Spring 2024,D,3.11,2.9,Completed,Suspended
John Kariuki,S34721011,Male,2020-01-18,Nursing,PSY201,Fall 2024,B,3.99,3.45,Completed,Probation
Daniel Achieng,S99916849,Male,2020-02-02,Computer Science,ENGR301,Summer 2024,D+,2.2,2.83,Withdrawn,Good Standing
Luke Nyambura,S31733368,Male,2023-09-05,Education,CS101,Fall 2023,D+,1.99,2.41,Withdrawn,Probation
Peter Otieno,S19792202,Male,2018-11-30,Computer Science,MATH250,Spring 2024,F,1.8,2.1,Failed,Probation
Wangari Nyambura,S31795336,Female,2020-03-07,Law,LAW102,Fall 2023,B,3.25,2.67,Withdrawn,Good Standing
Samuel Karanja,S81251286,Male,2021-09-22,Mechanical Engineering,BIO150,Fall 2024,B+,2.2,2.44,Failed,Suspended
Wangari Achieng,S62967156,Female,2020-06-29,Psychology,MATH250,Fall 2024,F,2.35,2.4,Withdrawn,Probation
Luke Achieng,S53087428,Male,2018-04-27,Nursing,ENGR301,Fall 2024,F,1.62,2.01,Withdrawn,Good Standing
David Wambui,S59083833,Male,2022-05-15,Nursing,LAW102,Fall 2024,C,1.22,1.61,Completed,Suspended
Emily Otieno,S12250710,Female,2020-01-07,Law,CS101,Summer 2024,A,1.44,1.52,Failed,Probation
Michael Kariuki,S32333986,Male,2020-10-02,Business Administration,MATH250,Fall 2023,A,1.42,1.47,Failed,Suspended
David Mwangi,S54215129,Male,2019-02-12,Psychology,ENGR301,Summer 2024,B+,1.19,1.33,Withdrawn,Probation
Emily Nyambura,S15769067,Female,2021-05-23,Mechanical Engineering,ECON150,Fall 2024,A,1.2,1.27,Failed,Good Standing
Emily Odhiambo,S46391537,Female,2020-09-05,Education,LAW102,Fall 2024,D,2.84,2.05,Completed,Good Standing
Michael Achieng,S77250307,Male,2023-06-18,Education,BIO150,Fall 2024,C+,1.84,1.94,Completed,Good Standing
John Mwangi,S19886108,Male,2024-09-27,Psychology,ECON150,Fall 2023,A,3.97,2.96,Withdrawn,Suspended
Richard Mwangi,S74941367,Male,2019-02-05,Education,ENGR301,Spring 2024,A,3.87,3.42,Completed,Good Standing
Michael Njeri,S93988115,Male,2020-05-15,Computer Science,PSY201,Summer 2024,B+,1.71,2.56,Failed,Suspended
Daniel Kariuki,S88950840,Male,2024-12-18,Computer Science,PSY201,Fall 2024,C+,1.55,2.06,Completed,Good Standing
Luke Odhiambo,S81776135,Male,2021-02-03,Education,PSY201,Fall 2024,B+,1.44,1.75,Failed,Suspended
Peter Mwangi,S77264200,Male,2022-12-10,Law,CS101,Spring 2024,B+,1.57,1.66,Failed,Probation
Mary Nyambura,S19572030,Female,2018-10-09,Nursing,PSY201,Spring 2024,D+,3.95,2.81,Withdrawn,Suspended
Daniel Wambui,S86327638,Male,2022-10-08,Law,CS101,Spring 2024,C+,3.3,3.05,Withdrawn,Probation
Esther Nyambura,S36112112,Female,2023-03-19,Nursing,BIO150,Fall 2023,D,2.81,2.93,Completed,Suspended
Sarah Mwangi,S21186978,Female,2019-04-24,Business Administration,MATH250,Fall 2023,C,1.89,2.41,Withdrawn,Good Standing
Esther Mwangi,S58510382,Female,2021-08-03,Nursing,LAW102,Spring 2024,D,3.22,2.82,Failed,Good Standing
Emily Mwangi,S66410598,Female,2019-08-31,Nursing,MATH250,Spring 2024,B+,2.11,2.46,Failed,Good Standing
Luke Kariuki,S91062922,Male,2022-10-20,Mechanical Engineering,MATH250,Spring 2024,B+,1.37,1.92,Failed,Suspended
David Karanja,S41159315,Male,2024-01-05,Psychology,ENGR301,Fall 2024,D,2.45,2.19,Failed,Probation
Grace Mwangi,S84970177,Female,2024-07-14,Education,ENGR301,Fall 2024,F,3.89,3.04,Withdrawn,Good Standing
Luke Karanja,S92759472,Male,2024-09-30,Psychology,ENGR301,Summer 2024,A,3.96,3.5,Withdrawn,Probation
Jane Mwangi,S50277841,Female,2020-06-07,Psychology,MATH250,Summer 2024,A,3.95,3.73,Completed,Suspended
Esther Nyambura,S55002128,Female,2022-10-23,Business Administration,MATH250,Fall 2024,A,1.24,2.48,Withdrawn,Suspended
Esther Karanja,S24505683,Female,2022-03-13,Business Administration,ECON150,Fall 2024,F,2.08,2.28,Withdrawn,Suspended
Jane Nyambura,S13100024,Female,2020-09-28,Law,PSY201,Fall 2023,C,1.32,1.8,Failed,Good Standing
Wangari Achieng,S23326748,Female,2020-11-01,Education,MATH250,Spring 2024,F,3.33,2.56,Failed,Probation
Sarah Mwangi,S78790689,Female,2019-06-13,Business Administration,PSY201,Fall 2024,A,3.91,3.24,Withdrawn,Good Standing
Jane Wambui,S37490818,Female,2019-06-18,Psychology,CS101,Fall 2023,D,1.71,2.48,Failed,Good Standing
Samuel Mwangi,S34210197,Male,2024-12-17,Law,MATH250,Fall 2024,B+,3.11,2.79,Completed,Good Standing
Joseph Odhiambo,S39903565,Male,2024-02-13,Nursing,ECON150,Fall 2024,B+,1.27,2.03,Withdrawn,Probation
Daniel Mwangi,S92016915,Male,2019-05-14,Business Administration,PSY201,Summer 2024,C,2.68,2.35,Withdrawn,Probation
Samuel Nyambura,S41528182,Male,2018-02-17,Computer Science,ENGR301,Fall 2023,D+,3.88,3.12,Withdrawn,Good Standing
Grace Odhiambo,S31101957,Female,2018-07-05,Psychology,CS101,Summer 2024,B+,1.64,2.38,Completed,Suspended
Luke Nyambura,S95909258,Male,2019-05-03,Business Administration,CS101,Fall 2024,D+,1.81,2.09,Withdrawn,Good Standing
Elizabeth Wambui,S23296770,Female,2020-03-30,Mechanical Engineering,ENGR301,Fall 2024,C+,2.35,2.22,Withdrawn,Good Standing
Lucy Otieno,S90729978,Female,2020-03-06,Computer Science,ECON150,Spring 2024,B,2.82,2.52,Completed,Good Standing
Lucy Achieng,S75512914,Female,2020-02-07,Law,ECON150,Fall 2023,C,2.86,2.69,Completed,Probation
Sarah Kariuki,S26727483,Female,2020-04-26,Law,ECON150,Fall 2024,B+,3.26,2.97,Failed,Probation
Grace Mwangi,S96532022,Female,2023-06-05,Nursing,ECON150,Summer 2024,B+,1.98,2.48,Completed,Probation
Elizabeth Wambui,S22750407,Female,2019-02-27,Education,LAW102,Fall 2023,C,3.05,2.76,Completed,Good Standing
Richard Wambui,S43045589,Male,2023-05-16,Mechanical Engineering,ENGR301,Spring 2024,D+,1.13,1.94,Completed,Good Standing
Mary Achieng,S38832406,Female,2019-09-16,Education,MATH250,Fall 2023,C+,1.03,1.48,Withdrawn,Good Standing
Jane Otieno,S70840399,Female,2020-04-10,Psychology,ECON150,Fall 2023,B,1.16,1.32,Completed,Suspended
Richard Karanja,S15539820,Male,2024-03-18,Education,ENGR301,Fall 2023,A,1.64,1.48,Failed,Probation
Peter Wambui,S65809725,Male,2020-09-04,Psychology,BIO150,Fall 2023,D+,1.19,1.33,Withdrawn,Probation
Jane Achieng,S20085632,Female,2020-11-26,Computer Science,LAW102,Spring 2024,B,2.82,2.08,Withdrawn,Suspended
Joseph Kariuki,S63137205,Male,2024-02-28,Nursing,PSY201,Summer 2024,C+,2.11,2.09,Completed,Good Standing
Michael Njeri,S35182121,Male,2024-11-24,Law,ENGR301,Fall 2023,D+,3.76,2.92,Failed,Good Standing
Alice Nyambura,S61933764,Female,2023-02-10,Business Administration,ENGR301,Fall 2023,B,3.28,3.1,Completed,Probation
Sarah Odhiambo,S24272893,Female,2022-10-29,Psychology,CS101,Fall 2024,F,3.05,3.08,Completed,Suspended
Grace Njeri,S58559294,Female,2019-04-25,Psychology,LAW102,Fall 2023,C,3.76,3.42,Completed,Probation
Michael Nyambura,S88506235,Male,2022-05-08,Computer Science,ENGR301,Spring 2024,C+,2.9,3.16,Withdrawn,Suspended
