Full Name,ID No,Gender,Date of Birth,Age,Ethnicity,Disability Status,Household Income,Primary Language,Grade,County,School Type
John Mwangi,S52626043,Male,13/12/2011,13,Meru,Physical,"KSh 20,000 - KSh 50,000",English,Class 7,Murang'a,Private
Lucy Odhiambo,S20900890,Female,22/10/2007,17,Kamba,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 5,Murang'a,Special School
Lucy Nyambura,S30753129,Female,02/04/2008,16,Meru,None,"> KSh 100,000",Luhya,Class 6,Kisumu,Private
Samuel Achieng,S96419458,Male,11/12/2013,11,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 4,Nyeri,Public
Emily Kariuki,S12493599,Female,28/09/2010,14,Maasai,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 2,Nyeri,Special School
James Mwangi,S76799796,Male,22/04/2005,19,Luhya,Physical,"> KSh 100,000",Maasai,Class 5,Nairobi,Special School
Richard Mwangi,S80471468,Male,14/12/2012,12,Kalenjin,Physical,"< KSh 20,000",Luhya,Form 4,Eldoret,Public
Grace Kariuki,S75107389,Female,17/01/2008,16,Kamba,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 8,Uasin Gishu,Private
David Kariuki,S50560775,Male,02/04/2008,16,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 8,Nairobi,Public
Mary Otieno,S68382738,Female,15/02/2007,17,Kisii,Physical,"< KSh 20,000",Swahili,Class 3,Eldoret,Special School
Lucy Otieno,S57287923,Female,27/11/2005,19,Kamba,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 5,Murang'a,Public
Lucy Odhiambo,S68262429,Female,17/12/2007,17,Maasai,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Nakuru,Special School
David Njeri,S67725427,Male,25/03/2006,18,Kikuyu,None,"KSh 50,000 - KSh 100,000",Maasai,Class 6,Kisumu,Public
Lucy Nyambura,S43162591,Female,07/05/2007,17,Kalenjin,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 3,Nyeri,Private
Michael Wambui,S46645416,Male,28/07/2005,19,Kisii,None,"KSh 50,000 - KSh 100,000",Kikuyu,Class 6,Kiambu,Special School
Michael Mwangi,S90649676,Male,29/07/2006,18,Kikuyu,None,"> KSh 100,000",Swahili,Class 2,Nyeri,Private
Emily Nyambura,S43473353,Female,23/10/2007,17,Mijikenda,Physical,"> KSh 100,000",Kiswahili,Class 3,Murang'a,Private
Joseph Mwangi,S58377920,Male,29/07/2009,15,Kisii,Learning,"> KSh 100,000",Swahili,Form 2,Nairobi,Public
Elizabeth Odhiambo,S39136768,Female,20/04/2014,10,Kikuyu,Visual Impairment,"< KSh 20,000",Kikuyu,Class 7,Nakuru,Special School
John Wambui,S44214425,Male,06/07/2012,12,Maasai,Physical,"KSh 50,000 - KSh 100,000",English,Form 3,Uasin Gishu,Public
Mary Odhiambo,S72135382,Female,08/10/2010,14,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 6,Mombasa,Private
Michael Otieno,S58294929,Male,12/05/2006,18,Maasai,Learning,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Uasin Gishu,Public
Elizabeth Odhiambo,S93992573,Female,08/06/2007,17,Kikuyu,Physical,"< KSh 20,000",Luo,Class 3,Machakos,Public
Wangari Nyambura,S51647624,Female,14/09/2007,17,Luhya,None,"< KSh 20,000",Swahili,Form 1,Uasin Gishu,Public
Emily Karanja,S80970704,Female,26/02/2011,13,Luhya,Visual Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 6,Mombasa,Special School
Sarah Karanja,S88779687,Female,14/04/2012,12,Mijikenda,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 4,Uasin Gishu,Private
Joseph Nyambura,S44135357,Male,02/08/2008,16,Coast,Hearing Impairment,"< KSh 20,000",English,Class 1,Mombasa,Private
Emily Otieno,S70905799,Female,18/10/2008,16,Coast,Learning,"> KSh 100,000",Kikuyu,Class 4,Murang'a,Private
Elizabeth Otieno,S69225140,Female,19/10/2005,19,Luhya,Visual Impairment,"< KSh 20,000",Maasai,Form 4,Eldoret,Special School
Grace Odhiambo,S82164931,Female,06/09/2013,11,Coast,Visual Impairment,"> KSh 100,000",Kiswahili,Form 1,Machakos,Public
Mary Kariuki,S38025050,Female,25/12/2011,13,Kamba,Learning,"> KSh 100,000",Luhya,Form 1,Kisumu,Public
Peter Karanja,S59069376,Male,18/11/2013,11,Maasai,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 1,Nakuru,Private
Richard Otieno,S21668016,Male,19/09/2013,11,Meru,Physical,"< KSh 20,000",Luhya,Form 2,Mombasa,Special School
Wangari Karanja,S62602135,Female,19/07/2014,10,Kisii,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Form 1,Uasin Gishu,Special School
Wangari Njeri,S81767604,Female,11/09/2006,18,Luhya,None,"KSh 50,000 - KSh 100,000",Luo,Form 1,Kisumu,Public
Elizabeth Wambui,S37621247,Female,25/05/2008,16,Kisii,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Nairobi,Special School
Wangari Njeri,S90758728,Female,18/08/2012,12,Kamba,None,"< KSh 20,000",Luo,Class 8,Murang'a,Private
Sarah Mwangi,S75042591,Female,06/05/2009,15,Kamba,Learning,"KSh 50,000 - KSh 100,000",Luo,Form 3,Nyeri,Public
Alice Njeri,S35553206,Female,21/09/2005,19,Meru,Learning,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Nairobi,Private
Michael Nyambura,S11046177,Male,21/02/2014,10,Mijikenda,None,"< KSh 20,000",Swahili,Class 2,Nakuru,Special School
Peter Mwangi,S57252847,Male,18/10/2009,15,Kikuyu,None,"< KSh 20,000",Luhya,Class 4,Nakuru,Public
Sarah Achieng,S93541669,Female,17/03/2007,17,Luo,Hearing Impairment,"< KSh 20,000",Kiswahili,Class 8,Murang'a,Private
Luke Otieno,S40085534,Male,28/05/2010,14,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 6,Machakos,Special School
Lucy Odhiambo,S40836577,Female,23/11/2005,19,Luhya,None,"< KSh 20,000",Luo,Class 3,Kisumu,Private
Peter Karanja,S96509207,Male,11/04/2014,10,Maasai,Hearing Impairment,"< KSh 20,000",English,Class 8,Nyeri,Private
Joseph Achieng,S28921085,Male,13/06/2010,14,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 8,Uasin Gishu,Private
Daniel Mwangi,S90894231,Male,15/07/2006,18,Luo,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 1,Nyeri,Public
Samuel Nyambura,S42151386,Male,24/06/2009,15,Kisii,None,"< KSh 20,000",Luo,Class 7,Mombasa,Special School
Alice Njeri,S44463159,Female,28/12/2006,18,Coast,Hearing Impairment,"< KSh 20,000",Kiswahili,Form 3,Mombasa,Private
Joseph Karanja,S46118215,Male,01/10/2014,10,Luhya,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 4,Nakuru,Public
Jane Odhiambo,S91053341,Female,07/12/2004,20,Coast,Physical,"> KSh 100,000",Luo,Class 4,Mombasa,Private
Wangari Otieno,S95515612,Female,05/10/2013,11,Maasai,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 8,Machakos,Private
Alice Wambui,S97595009,Female,02/05/2007,17,Kikuyu,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 2,Mombasa,Private
Jane Nyambura,S21498930,Female,11/06/2009,15,Mijikenda,Physical,"> KSh 100,000",Swahili,Class 5,Kisumu,Private
Richard Odhiambo,S77951597,Male,01/04/2008,16,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 6,Nyeri,Public
Richard Kariuki,S78925569,Male,28/12/2011,13,Kamba,Physical,"> KSh 100,000",Luhya,Class 4,Murang'a,Special School
Richard Kariuki,S15371710,Male,02/04/2006,18,Luo,Visual Impairment,"< KSh 20,000",Maasai,Form 2,Uasin Gishu,Private
Wangari Wambui,S27670446,Female,02/03/2013,11,Meru,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 4,Nyeri,Special School
Lucy Njeri,S55180265,Female,20/07/2006,18,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 4,Machakos,Special School
Peter Karanja,S41616624,Male,04/10/2006,18,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Uasin Gishu,Special School
Luke Odhiambo,S76650626,Male,15/01/2010,14,Kisii,Learning,"KSh 20,000 - KSh 50,000",Swahili,Form 3,Eldoret,Special School
Elizabeth Achieng,S95430349,Female,11/09/2008,16,Luhya,Visual Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Mombasa,Public
Grace Mwangi,S61029795,Female,02/09/2010,14,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 1,Kiambu,Private
Alice Nyambura,S98988032,Female,04/05/2008,16,Luo,None,"KSh 50,000 - KSh 100,000",Kiswahili,Form 3,Nakuru,Special School
Grace Karanja,S76084642,Female,18/12/2011,13,Kamba,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Machakos,Special School
Joseph Wambui,S76408258,Male,13/04/2013,11,Kalenjin,Visual Impairment,"> KSh 100,000",Maasai,Class 4,Nairobi,Special School
Michael Otieno,S60553335,Male,30/01/2008,16,Kisii,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 4,Nairobi,Private
Emily Otieno,S63572589,Female,12/12/2006,18,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Form 4,Mombasa,Public
Mary Achieng,S34203156,Female,06/02/2014,10,Kisii,Learning,"KSh 20,000 - KSh 50,000",Luhya,Class 3,Murang'a,Private
Daniel Nyambura,S80306608,Male,01/03/2011,13,Coast,None,"KSh 50,000 - KSh 100,000",Swahili,Class 7,Uasin Gishu,Special School
David Mwangi,S45379921,Male,01/01/2014,10,Luo,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 2,Nyeri,Special School
Alice Mwangi,S95524217,Female,24/11/2007,17,Maasai,Visual Impairment,"> KSh 100,000",English,Form 1,Nairobi,Private
Daniel Odhiambo,S17540479,Male,27/08/2005,19,Kalenjin,Physical,"> KSh 100,000",Kikuyu,Form 1,Murang'a,Special School
Joseph Karanja,S57227312,Male,01/01/2011,13,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 8,Nakuru,Public
Esther Kariuki,S40795924,Female,19/06/2007,17,Meru,Hearing Impairment,"> KSh 100,000",Kiswahili,Form 4,Mombasa,Private
Alice Achieng,S59193605,Female,11/02/2013,11,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Maasai,Class 1,Nakuru,Private
Luke Mwangi,S37380451,Male,25/08/2005,19,Mijikenda,None,"KSh 50,000 - KSh 100,000",Swahili,Class 4,Nairobi,Special School
Mary Kariuki,S67888255,Female,14/07/2012,12,Maasai,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 5,Nakuru,Special School
David Njeri,S93621976,Male,03/01/2008,16,Luhya,Visual Impairment,"< KSh 20,000",Luhya,Class 4,Mombasa,Special School
Lucy Nyambura,S61314968,Female,21/02/2011,13,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Form 2,Murang'a,Private
Richard Otieno,S30355108,Male,27/06/2011,13,Coast,None,"KSh 50,000 - KSh 100,000",Maasai,Class 7,Mombasa,Public
Richard Odhiambo,S10975312,Male,10/07/2012,12,Kalenjin,Learning,"KSh 20,000 - KSh 50,000",Luo,Form 1,Nyeri,Special School
Daniel Nyambura,S36286922,Male,29/05/2005,19,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Machakos,Special School
Peter Njeri,S54377666,Male,05/01/2014,10,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 8,Nakuru,Public
Wangari Nyambura,S56654077,Female,12/12/2006,18,Kikuyu,Hearing Impairment,"KSh 50,000 - KSh 100,000",English,Class 8,Uasin Gishu,Private
Emily Achieng,S25317243,Female,10/11/2007,17,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 1,Murang'a,Public
John Wambui,S74030977,Male,02/07/2006,18,Coast,Learning,"< KSh 20,000",Luhya,Class 4,Murang'a,Special School
Alice Karanja,S13780479,Female,27/04/2009,15,Kikuyu,Physical,"> KSh 100,000",Luo,Form 1,Eldoret,Public
Elizabeth Wambui,S11767819,Female,24/02/2013,11,Kamba,Visual Impairment,"> KSh 100,000",Maasai,Form 2,Nyeri,Special School
Grace Karanja,S29480359,Female,24/03/2010,14,Coast,Learning,"KSh 50,000 - KSh 100,000",Maasai,Form 1,Nakuru,Private
James Achieng,S52785511,Male,21/08/2013,11,Meru,Visual Impairment,"< KSh 20,000",English,Form 2,Murang'a,Special School
James Odhiambo,S58148023,Male,20/08/2005,19,Kikuyu,Learning,"> KSh 100,000",Kikuyu,Form 4,Uasin Gishu,Special School
Esther Wambui,S90258708,Female,08/01/2006,18,Luo,Learning,"KSh 20,000 - KSh 50,000",Swahili,Class 2,Machakos,Public
Emily Otieno,S49863348,Female,22/07/2012,12,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Class 4,Murang'a,Special School
Luke Wambui,S25445173,Male,29/10/2011,13,Kamba,Visual Impairment,"< KSh 20,000",English,Class 6,Murang'a,Private
David Wambui,S29946171,Male,12/05/2005,19,Kalenjin,Physical,"> KSh 100,000",Luo,Class 4,Uasin Gishu,Private
John Kariuki,S89401496,Male,09/04/2014,10,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Form 3,Mombasa,Public
Michael Otieno,S18154028,Male,11/10/2005,19,Kalenjin,Physical,"< KSh 20,000",English,Class 5,Kisumu,Private
Daniel Odhiambo,S57378783,Male,29/01/2005,19,Meru,Learning,"> KSh 100,000",Luhya,Class 1,Nairobi,Special School
Mary Otieno,S36358721,Female,22/09/2006,18,Kisii,Hearing Impairment,"< KSh 20,000",English,Class 4,Kisumu,Public
Wangari Karanja,S27776296,Female,20/08/2014,10,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Kiambu,Special School
David Mwangi,S26181740,Male,16/01/2007,17,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 3,Uasin Gishu,Special School
Sarah Wambui,S43482166,Female,09/05/2014,10,Coast,None,"KSh 50,000 - KSh 100,000",English,Class 5,Nakuru,Private
Samuel Nyambura,S50094497,Male,23/02/2014,10,Kamba,Learning,"> KSh 100,000",Luhya,Class 6,Kisumu,Public
Samuel Mwangi,S19269123,Male,23/02/2009,15,Luo,Learning,"> KSh 100,000",Luhya,Class 4,Nairobi,Special School
James Mwangi,S17161214,Male,04/04/2010,14,Kikuyu,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 5,Kisumu,Public
Jane Achieng,S90112569,Female,06/10/2009,15,Coast,Physical,"> KSh 100,000",English,Class 5,Eldoret,Private
Richard Otieno,S23660982,Male,07/11/2013,11,Luhya,Physical,"> KSh 100,000",Luhya,Form 2,Machakos,Public
Luke Mwangi,S97566182,Male,04/02/2013,11,Luo,None,"KSh 20,000 - KSh 50,000",Luo,Form 1,Nakuru,Private
Alice Wambui,S42529511,Female,10/09/2014,10,Mijikenda,Physical,"> KSh 100,000",Swahili,Class 6,Mombasa,Special School
David Achieng,S20710232,Male,22/08/2005,19,Kalenjin,None,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Kisumu,Public
Michael Achieng,S55024462,Male,08/11/2008,16,Kamba,None,"KSh 50,000 - KSh 100,000",Luhya,Class 1,Kisumu,Special School
Elizabeth Kariuki,S12597627,Female,15/05/2010,14,Meru,None,"KSh 50,000 - KSh 100,000",Kikuyu,Form 4,Nairobi,Public
Richard Kariuki,S92408656,Male,03/10/2011,13,Luhya,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 1,Machakos,Public
Richard Wambui,S72820744,Male,04/01/2008,16,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 7,Machakos,Private
Jane Achieng,S61294393,Female,30/03/2006,18,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 3,Kiambu,Private
Richard Achieng,S24730348,Male,13/10/2007,17,Coast,Hearing Impairment,"< KSh 20,000",Luo,Form 2,Uasin Gishu,Public
John Otieno,S33105165,Male,24/12/2007,17,Luhya,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 4,Uasin Gishu,Special School
Alice Karanja,S89670327,Female,12/04/2009,15,Mijikenda,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 4,Eldoret,Public
Lucy Odhiambo,S29924723,Female,21/03/2007,17,Kalenjin,None,"> KSh 100,000",Luo,Form 3,Kisumu,Public
Grace Wambui,S17833341,Female,07/02/2011,13,Meru,Visual Impairment,"> KSh 100,000",Luhya,Class 4,Nyeri,Special School
Alice Karanja,S56392195,Female,13/05/2014,10,Mijikenda,Learning,"KSh 20,000 - KSh 50,000",English,Class 1,Kiambu,Public
Emily Wambui,S67661080,Female,30/03/2014,10,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 8,Uasin Gishu,Public
Michael Achieng,S76569825,Male,09/12/2006,18,Luhya,None,"KSh 50,000 - KSh 100,000",English,Class 1,Kiambu,Private
Michael Kariuki,S40063048,Male,11/02/2007,17,Kalenjin,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Form 3,Eldoret,Private
Esther Njeri,S97399673,Female,21/11/2008,16,Coast,Hearing Impairment,"> KSh 100,000",Luo,Class 7,Machakos,Public
Samuel Karanja,S63972290,Male,15/05/2005,19,Coast,Hearing Impairment,"< KSh 20,000",Kiswahili,Class 7,Nairobi,Special School
Jane Wambui,S57445455,Female,03/06/2013,11,Maasai,None,"> KSh 100,000",English,Class 2,Uasin Gishu,Special School
Wangari Karanja,S50873669,Female,07/11/2008,16,Maasai,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 5,Kiambu,Special School
Daniel Nyambura,S31684576,Male,02/04/2010,14,Coast,Learning,"> KSh 100,000",Kiswahili,Class 2,Mombasa,Special School
James Karanja,S62863131,Male,05/04/2014,10,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 1,Kisumu,Private
Daniel Kariuki,S74193753,Male,30/05/2013,11,Mijikenda,Hearing Impairment,"> KSh 100,000",Maasai,Class 8,Kiambu,Public
Emily Wambui,S99329410,Female,12/08/2013,11,Mijikenda,Learning,"> KSh 100,000",Maasai,Form 2,Nairobi,Private
Peter Wambui,S49585311,Male,05/02/2005,19,Luhya,Learning,"< KSh 20,000",English,Class 4,Mombasa,Private
Joseph Wambui,S53423414,Male,04/08/2005,19,Mijikenda,Physical,"KSh 50,000 - KSh 100,000",Luo,Class 8,Kisumu,Special School
Wangari Achieng,S63648393,Female,01/11/2009,15,Luo,Visual Impairment,"< KSh 20,000",Luo,Form 4,Kiambu,Private
Michael Kariuki,S87913255,Male,09/07/2009,15,Kisii,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 3,Nyeri,Special School
Michael Njeri,S81553319,Male,06/05/2010,14,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 3,Eldoret,Private
Daniel Mwangi,S24033727,Male,11/10/2010,14,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 6,Nyeri,Special School
Samuel Odhiambo,S64473796,Male,24/02/2011,13,Kikuyu,Learning,"< KSh 20,000",Luhya,Form 3,Murang'a,Public
Peter Otieno,S90522586,Male,31/12/2005,19,Maasai,None,"< KSh 20,000",Swahili,Class 8,Uasin Gishu,Private
Mary Nyambura,S15516614,Female,22/04/2007,17,Meru,Hearing Impairment,"< KSh 20,000",English,Class 4,Machakos,Special School
Lucy Achieng,S39235628,Female,09/01/2012,12,Kamba,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 6,Murang'a,Private
Peter Mwangi,S89679172,Male,28/02/2010,14,Kalenjin,Physical,"< KSh 20,000",Luhya,Form 2,Nairobi,Private
Peter Wambui,S80102127,Male,16/11/2010,14,Luhya,Visual Impairment,"< KSh 20,000",Swahili,Form 2,Nairobi,Public
Alice Wambui,S89870810,Female,20/11/2007,17,Meru,Physical,"< KSh 20,000",Kikuyu,Class 5,Nyeri,Public
Daniel Otieno,S48323528,Male,22/10/2008,16,Kamba,None,"< KSh 20,000",Maasai,Class 6,Nakuru,Public
John Mwangi,S24986375,Male,17/07/2005,19,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 7,Kiambu,Private
Sarah Mwangi,S64815543,Female,23/10/2005,19,Kisii,None,"KSh 50,000 - KSh 100,000",Maasai,Class 2,Eldoret,Private
John Njeri,S75068157,Male,19/12/2010,14,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 4,Kisumu,Private
Samuel Achieng,S90053992,Male,24/01/2007,17,Kikuyu,None,"> KSh 100,000",Kiswahili,Class 4,Mombasa,Private
John Njeri,S34853885,Male,05/07/2008,16,Kamba,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 8,Eldoret,Private
Peter Achieng,S49970633,Male,16/08/2013,11,Kamba,Hearing Impairment,"> KSh 100,000",Maasai,Class 2,Nairobi,Public
Elizabeth Wambui,S76905248,Female,05/01/2013,11,Luhya,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 1,Kisumu,Special School
Wangari Achieng,S17808933,Female,10/12/2008,16,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 4,Kiambu,Private
Esther Njeri,S64898382,Female,08/05/2012,12,Maasai,Learning,"KSh 20,000 - KSh 50,000",Luhya,Form 3,Murang'a,Special School
Esther Njeri,S44540031,Female,19/10/2012,12,Kisii,Visual Impairment,"< KSh 20,000",Luhya,Form 3,Mombasa,Public
Jane Odhiambo,S45662281,Female,20/08/2010,14,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 7,Nakuru,Special School
Joseph Nyambura,S79816957,Male,29/12/2012,12,Meru,Physical,"KSh 50,000 - KSh 100,000",English,Class 2,Kisumu,Private
Samuel Karanja,S25278907,Male,03/12/2008,16,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Form 2,Kiambu,Public
Elizabeth Njeri,S99052274,Female,17/12/2006,18,Kalenjin,None,"< KSh 20,000",Kikuyu,Class 7,Murang'a,Special School
Samuel Otieno,S67356540,Male,08/01/2005,19,Luo,Visual Impairment,"< KSh 20,000",Swahili,Form 4,Uasin Gishu,Public
David Mwangi,S22966535,Male,17/04/2005,19,Kamba,None,"KSh 20,000 - KSh 50,000",English,Class 5,Nyeri,Special School
Lucy Wambui,S74905531,Female,24/01/2011,13,Luhya,Visual Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 2,Machakos,Public
Sarah Karanja,S20158654,Female,24/04/2005,19,Coast,None,"KSh 50,000 - KSh 100,000",English,Form 1,Nyeri,Private
Sarah Odhiambo,S97227533,Female,21/06/2005,19,Maasai,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 1,Mombasa,Special School
Grace Wambui,S28457849,Female,25/04/2006,18,Meru,None,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Kisumu,Private
Alice Achieng,S31360555,Female,08/04/2014,10,Kamba,None,"KSh 50,000 - KSh 100,000",English,Class 3,Uasin Gishu,Special School
Alice Njeri,S94433341,Female,27/07/2013,11,Kalenjin,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 2,Uasin Gishu,Public
Peter Otieno,S69307296,Male,07/12/2012,12,Luo,Hearing Impairment,"< KSh 20,000",Maasai,Form 1,Eldoret,Public
Wangari Kariuki,S12731727,Female,13/07/2012,12,Kisii,Physical,"KSh 50,000 - KSh 100,000",Kikuyu,Form 3,Machakos,Private
Esther Njeri,S89273972,Female,16/07/2009,15,Maasai,Learning,"< KSh 20,000",English,Class 1,Nairobi,Special School
Richard Karanja,S71030267,Male,12/04/2007,17,Mijikenda,Hearing Impairment,"> KSh 100,000",Maasai,Class 5,Uasin Gishu,Private
David Mwangi,S18839612,Male,30/09/2009,15,Kalenjin,Visual Impairment,"< KSh 20,000",English,Class 4,Nairobi,Public
Daniel Mwangi,S65448536,Male,25/10/2008,16,Mijikenda,Physical,"KSh 50,000 - KSh 100,000",Kikuyu,Form 3,Murang'a,Private
Emily Kariuki,S25053438,Female,20/11/2009,15,Meru,None,"KSh 20,000 - KSh 50,000",Luo,Class 3,Nakuru,Public
Luke Njeri,S82856571,Male,12/07/2013,11,Coast,Visual Impairment,"< KSh 20,000",English,Form 1,Kisumu,Special School
Luke Wambui,S12369404,Male,24/07/2006,18,Kisii,Physical,"> KSh 100,000",Swahili,Class 3,Nairobi,Special School
Grace Wambui,S74049876,Female,01/10/2008,16,Kalenjin,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 8,Mombasa,Public
Michael Njeri,S69013365,Male,22/04/2012,12,Luhya,Physical,"KSh 20,000 - KSh 50,000",Maasai,Class 8,Nairobi,Special School
Grace Odhiambo,S35363412,Female,03/12/2013,11,Meru,None,"< KSh 20,000",English,Form 4,Murang'a,Private
Lucy Nyambura,S47792022,Female,06/11/2006,18,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Class 8,Kisumu,Special School
Luke Mwangi,S91977988,Male,24/05/2008,16,Luo,Physical,"KSh 20,000 - KSh 50,000",Swahili,Form 4,Eldoret,Special School
Mary Achieng,S72208947,Female,05/06/2005,19,Meru,Hearing Impairment,"< KSh 20,000",Swahili,Class 6,Kisumu,Public
Lucy Mwangi,S71359204,Female,27/06/2014,10,Kikuyu,Learning,"> KSh 100,000",Maasai,Form 4,Mombasa,Public
Richard Odhiambo,S15093553,Male,17/07/2009,15,Coast,None,"> KSh 100,000",Maasai,Class 6,Eldoret,Public
Esther Nyambura,S44134186,Female,27/10/2011,13,Mijikenda,Physical,"> KSh 100,000",Luo,Class 2,Machakos,Public
Lucy Wambui,S15384372,Female,22/04/2005,19,Luo,Hearing Impairment,"> KSh 100,000",Luhya,Form 1,Machakos,Special School
James Achieng,S18853102,Male,29/12/2012,12,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Nairobi,Private
Samuel Kariuki,S81112888,Male,08/10/2009,15,Maasai,Visual Impairment,"< KSh 20,000",Luo,Class 4,Uasin Gishu,Public
Lucy Otieno,S25643136,Female,26/11/2005,19,Mijikenda,None,"KSh 50,000 - KSh 100,000",English,Class 8,Eldoret,Special School
James Njeri,S35557343,Male,09/12/2010,14,Meru,None,"< KSh 20,000",Kiswahili,Class 1,Uasin Gishu,Public
Mary Odhiambo,S90852104,Female,11/03/2009,15,Kisii,None,"KSh 20,000 - KSh 50,000",Swahili,Form 3,Nairobi,Public
Alice Nyambura,S34519608,Female,19/09/2005,19,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 6,Kisumu,Private
James Nyambura,S79643832,Male,04/11/2009,15,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",English,Class 5,Eldoret,Special School
Alice Achieng,S24790611,Female,14/06/2007,17,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 8,Nakuru,Special School
Esther Nyambura,S86355452,Female,18/02/2013,11,Coast,None,"> KSh 100,000",Luo,Class 8,Eldoret,Private
Alice Achieng,S80567754,Female,07/07/2007,17,Maasai,Physical,"< KSh 20,000",Maasai,Class 4,Machakos,Private
